id,channel_id,message_id,user_id,emoji_name,emoji_id,reacted_at,created_at,updated_at,point
149,968835257723928658,986289079077457940,572729242928939018,🙏,,2022-06-30 00:00:00,2022-06-15 00:20:48.288488,2022-06-15 00:20:48.288488,1
150,968835257723928658,986289079077457940,572729242928939018,🎉,,2022-06-30 00:00:00,2022-06-15 00:20:50.876016,2022-06-15 00:20:50.876016,1
151,968835257723928658,986289079077457940,572729242928939018,👍,,2022-06-30 00:00:00,2022-06-15 00:20:53.281238,2022-06-15 00:20:53.281238,1
152,968835257723928658,986289079077457940,572729242928939018,✨,,2022-06-30 00:00:00,2022-06-15 00:20:55.663237,2022-06-15 00:20:55.663237,1
153,968835257723928658,986289079077457940,572729242928939018,💪,,2022-06-30 00:00:00,2022-06-15 00:20:58.263492,2022-06-15 00:20:58.263492,1
154,968835257723928658,986289079077457940,572729242928939018,😅,,2022-06-30 00:00:00,2022-06-15 00:21:01.142187,2022-06-15 00:21:01.142187,1
155,968835257723928658,986291336258924555,572729242928939018,🙋‍♀️,,2022-06-30 00:00:00,2022-06-15 00:29:53.047441,2022-06-15 00:29:53.047441,1
156,968835257723928658,986291336258924555,572729242928939018,🙏,,2022-06-30 00:00:00,2022-06-15 00:29:55.967762,2022-06-15 00:29:55.967762,1
157,968835257723928658,986291336258924555,572729242928939018,🎉,,2022-06-30 00:00:00,2022-06-15 00:30:00.473804,2022-06-15 00:30:00.473804,1
158,968835257723928658,986291336258924555,572729242928939018,😭,,2022-06-30 00:00:00,2022-06-15 00:30:05.055449,2022-06-15 00:30:05.055449,1
159,968835257723928658,986291336258924555,572729242928939018,👀,,2022-06-30 00:00:00,2022-06-15 00:30:07.346476,2022-06-15 00:30:07.346476,1
160,968835257723928658,986291336258924555,572729242928939018,🤭,,2022-06-30 00:00:00,2022-06-15 00:30:09.332231,2022-06-15 00:30:09.332231,1
161,968835257723928658,986291336258924555,572729242928939018,😅,,2022-06-30 00:00:00,2022-06-15 00:30:12.69125,2022-06-15 00:30:12.69125,1
162,968835257723928658,986291336258924555,572729242928939018,👍,,2022-06-30 00:00:00,2022-06-15 00:30:16.38424,2022-06-15 00:30:16.38424,1
163,968835257723928658,988385309995720705,572729242928939018,🙏,,2022-06-30 00:00:00,2022-06-20 19:10:27.419967,2022-06-20 19:10:27.419967,1
164,968835257723928658,988385309995720705,572729242928939018,😭,,2022-06-30 00:00:00,2022-06-20 19:10:29.986879,2022-06-20 19:10:29.986879,1
165,968835257723928658,988385309995720705,572729242928939018,966611794128953374,988385105812815916,2022-06-30 00:00:00,2022-06-20 19:10:33.388605,2022-06-20 19:10:33.388605,1
166,968835257723928658,988385309995720705,572729242928939018,🤭,,2022-06-30 00:00:00,2022-06-20 19:10:37.446214,2022-06-20 19:10:37.446214,1
167,968835257723928658,988385309995720705,572729242928939018,😊,,2022-06-30 00:00:00,2022-06-20 19:10:43.268148,2022-06-20 19:10:43.268148,1
168,968835257723928658,988385309995720705,572729242928939018,😍,,2022-06-30 00:00:00,2022-06-20 19:10:46.014118,2022-06-20 19:10:46.014118,1
169,968835257723928658,988388057076101200,572729242928939018,🙏,,2022-06-30 00:00:00,2022-06-20 19:21:24.340792,2022-06-20 19:21:24.340792,1
170,968835257723928658,988388057076101200,572729242928939018,🎉,,2022-06-30 00:00:00,2022-06-20 19:21:28.417075,2022-06-20 19:21:28.417075,1
171,968835257723928658,988388057076101200,572729242928939018,👍,,2022-06-30 00:00:00,2022-06-20 19:21:31.637552,2022-06-20 19:21:31.637552,1
172,968835257723928658,988388874051014707,572729242928939018,🍵,,2022-06-30 00:00:00,2022-06-20 19:24:35.808743,2022-06-20 19:24:35.808743,1
173,968835257723928658,988388874051014707,572729242928939018,😂,,2022-06-30 00:00:00,2022-06-20 19:24:39.183195,2022-06-20 19:24:39.183195,1
174,968835257723928658,988410427501314058,572729242928939018,🙏,,2022-06-30 00:00:00,2022-06-20 20:50:14.124728,2022-06-20 20:50:14.124728,1
175,968835257723928658,988410427501314058,572729242928939018,👍,,2022-06-30 00:00:00,2022-06-20 20:50:17.182896,2022-06-20 20:50:17.182896,1
176,968835257723928658,988410427501314058,572729242928939018,🙋‍♀️,,2022-06-30 00:00:00,2022-06-20 20:50:19.809668,2022-06-20 20:50:19.809668,1
177,968835257723928658,989881565754564620,572729242928939018,🎉,,2022-06-30 00:00:00,2022-06-24 22:16:53.984925,2022-06-24 22:16:53.984925,1
178,968835257723928658,989881565754564620,572729242928939018,😭,,2022-06-30 00:00:00,2022-06-24 22:16:56.457128,2022-06-24 22:16:56.457128,1
179,968835257723928658,989881565754564620,572729242928939018,🤭,,2022-06-30 00:00:00,2022-06-24 22:16:59.425739,2022-06-24 22:16:59.425739,1
180,968835257723928658,989881565754564620,572729242928939018,966611794128953374,988385105812815916,2022-06-30 00:00:00,2022-06-24 22:17:03.855492,2022-06-24 22:17:03.855492,1
181,968835257723928658,989881565754564620,572729242928939018,😂,,2022-06-30 00:00:00,2022-06-24 22:17:06.75076,2022-06-24 22:17:06.75076,1
182,968835257723928658,989881565754564620,572729242928939018,828510984934129674,988385104428662805,2022-06-30 00:00:00,2022-06-24 22:17:09.930033,2022-06-24 22:17:09.930033,1
183,968835257723928658,989881565754564620,572729242928939018,💪,,2022-06-30 00:00:00,2022-06-24 22:17:12.453832,2022-06-24 22:17:12.453832,1
184,968835257723928658,989881565754564620,572729242928939018,🍵,,2022-06-30 00:00:00,2022-06-24 22:17:18.511012,2022-06-24 22:17:18.511012,1
185,968835257723928658,989881565754564620,572729242928939018,819848101602656276,988385103040348210,2022-06-30 00:00:00,2022-06-24 22:17:24.53167,2022-06-24 22:17:24.53167,1
186,968835257723928658,989881565754564620,572729242928939018,819848101602656276,988385103040348210,2022-06-30 00:00:00,2022-06-30 09:34:08.245401,2022-06-30 09:34:08.245401,-1
187,968835257723928658,989881565754564620,572729242928939018,🍵,,2022-06-30 00:00:00,2022-06-30 09:34:09.965799,2022-06-30 09:34:09.965799,-1
188,968835257723928658,989881565754564620,572729242928939018,💪,,2022-06-30 00:00:00,2022-06-30 09:34:12.274273,2022-06-30 09:34:12.274273,-1
189,968835257723928658,989881565754564620,572729242928939018,🙏,,2022-06-30 00:00:00,2022-06-30 10:10:16.111185,2022-06-30 10:10:16.111185,1
190,968835257723928658,989881565754564620,572729242928939018,😍,,2022-06-30 00:00:00,2022-06-30 10:10:22.035506,2022-06-30 10:10:22.035506,1
191,974316126773334026,991873780005748758,572729242928939018,🎉,,2022-06-30 00:00:00,2022-06-30 10:12:25.407774,2022-06-30 10:12:25.407774,1
192,974316126773334026,991873780005748758,572729242928939018,😂,,2022-06-30 00:00:00,2022-06-30 10:12:29.047349,2022-06-30 10:12:29.047349,1
193,974316126773334026,991873780005748758,572729242928939018,🙏,,2022-06-30 00:00:00,2022-06-30 10:12:32.193449,2022-06-30 10:12:32.193449,1
194,974316126773334026,991873780005748758,572729242928939018,💪,,2022-06-30 00:00:00,2022-06-30 10:12:34.443672,2022-06-30 10:12:34.443672,1
195,974316126773334026,991873780005748758,572729242928939018,✨,,2022-06-30 00:00:00,2022-06-30 10:12:36.896331,2022-06-30 10:12:36.896331,1
196,974316126773334026,991873780005748758,572729242928939018,😍,,2022-06-30 00:00:00,2022-06-30 10:12:38.507668,2022-06-30 10:12:38.507668,1
197,974316126773334026,991873780005748758,572729242928939018,😊,,2022-06-30 00:00:00,2022-06-30 10:12:41.16644,2022-06-30 10:12:41.16644,1
198,974316126773334026,991873780005748758,572729242928939018,🙋‍♀️,,2022-06-30 00:00:00,2022-06-30 10:12:44.183726,2022-06-30 10:12:44.183726,1
199,974316126773334026,991873780005748758,572729242928939018,😭,,2022-06-30 00:00:00,2022-06-30 10:12:51.311594,2022-06-30 10:12:51.311594,1
200,968835257723928658,989881565754564620,572729242928939018,🙋‍♀️,,2022-06-30 00:00:00,2022-06-30 22:14:21.176235,2022-06-30 22:14:21.176235,1
201,968835257723928658,989881565754564620,572729242928939018,966611794128953374,988385105812815916,2022-06-30 00:00:00,2022-06-30 22:25:06.501573,2022-06-30 22:25:06.501573,-1
202,968835257723928658,989881565754564620,572729242928939018,🙋‍♀️,,2022-06-30 00:00:00,2022-06-30 22:25:46.844671,2022-06-30 22:25:46.844671,-1
203,968835257723928658,989881565754564620,572729242928939018,😍,,2022-06-30 00:00:00,2022-06-30 22:40:10.890053,2022-06-30 22:40:10.890053,-1
204,968835257723928658,989881565754564620,572729242928939018,🙏,,2022-06-30 00:00:00,2022-06-30 22:41:35.606043,2022-06-30 22:41:35.606043,-1
205,968835257723928658,989881565754564620,572729242928939018,828510984934129674,988385104428662805,2022-06-30 00:00:00,2022-06-30 22:42:27.559385,2022-06-30 22:42:27.559385,-1
206,968835257723928658,989881565754564620,572729242928939018,😂,,2022-06-30 00:00:00,2022-06-30 22:43:39.819839,2022-06-30 22:43:39.819839,-1
207,968835257723928658,989881565754564620,572729242928939018,🤭,,2022-06-30 00:00:00,2022-06-30 22:44:16.892971,2022-06-30 22:44:16.892971,-1
208,968835257723928658,989881565754564620,572729242928939018,😭,,2022-06-30 00:00:00,2022-06-30 22:45:34.646675,2022-06-30 22:45:34.646675,-1